#Week,Date,GameID,Site,NumPoss,HomeID,HomeName,HomeScore,AwayID,AwayName,AwayScore,HomeYards,AwayYards,HomePass,AwayPass,HomeRush,AwayRush,HomeTOs,AwayTOs,HomePen,AwayPen,HomePassPlays,AwayPassPlays,HomeRunPlays,AwayRunPlays,HomeFirstDowns,AwayFirstDowns,HomeScores,AwayScores
1007,20191214,20191214-1726-1725,NEUTRAL,0,1726,NAVY,0,1725,ARMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191220,20191220-1331-1731,NEUTRAL,0,1331,KENT ST.,0,1731,UTAH ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191220,20191220-1458-1086,NEUTRAL,0,1458,CHARLOTTE,0,1086,BUFFALO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191221,20191221-1009-1027,NEUTRAL,0,1009,UAB,0,1027,APPALACHIAN ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191221,20191221-1030-1231,NEUTRAL,0,1030,ARKANSAS ST.,0,1231,FIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191221,20191221-1229-1663,FLA. ATLANTIC,0,1229,FLA. ATLANTIC,0,1663,SMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191221,20191221-1253-1355,NEUTRAL,0,1253,GA. SOUTHERN,0,1355,LIBERTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191221,20191221-1626-1129,NEUTRAL,0,1626,SAN DIEGO ST.,0,1129,CENTRAL MICH.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191221,20191221-1756-1066,NEUTRAL,0,1756,WASHINGTON,0,1066,BOISE ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191223,20191223-1388-1128,NEUTRAL,0,1388,MARSHALL,0,1128,UCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,20191224,20191224-1077-1277,NEUTRAL,0,1077,BYU,0,1277,HAWAII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191226,20191226-1204-1545,NEUTRAL,0,1204,EASTERN MICH.,0,1545,PITTSBURGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191226,20191226-1415-1366,NEUTRAL,0,1415,MIAMI (FL),0,1366,LOUISIANA TECH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191227,20191227-1312-1657,NEUTRAL,0,1312,IOWA,0,1657,SOUTHERN CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191227,20191227-1690-1457,NEUTRAL,0,1690,TEMPLE,0,1457,NORTH CAROLINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191227,20191227-1697-1521,NEUTRAL,0,1697,TEXAS A&M,0,1521,OKLAHOMA ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191227,20191227-1749-1416,NEUTRAL,0,1749,WAKE FOREST,0,1416,MICHIGAN ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191227,20191227-1754-1721,NEUTRAL,0,1754,WASHINGTON ST.,0,1721,AIR FORCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191228,20191228-1311-1513,NEUTRAL,0,1311,IOWA ST.,0,1513,NOTRE DAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191228,20191228-1365-1522,NEUTRAL,0,1365,LSU,0,1522,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191228,20191228-1518-1147,NEUTRAL,0,1518,OHIO ST.,0,1147,CLEMSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191228,20191228-1539-1404,NEUTRAL,0,1539,PENN ST.,0,1404,MEMPHIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191230,20191230-1301-1107,NEUTRAL,0,1301,ILLINOIS,0,1107,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191230,20191230-1367-1430,NEUTRAL,0,1367,LOUISVILLE,0,1430,MISSISSIPPI ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191230,20191230-1746-1235,NEUTRAL,0,1746,VIRGINIA,0,1235,FLORIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191230,20191230-1774-1772,NEUTRAL,0,1774,WESTERN MICH.,0,1772,WESTERN KY.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191231,20191231-1028-1234,NEUTRAL,0,1028,ARIZONA ST.,0,1234,FLORIDA ST.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191231,20191231-1254-1811,NEUTRAL,0,1254,GEORGIA STATE,0,1811,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191231,20191231-1327-1726,NEUTRAL,0,1327,KANSAS ST.,0,1726,NAVY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191231,20191231-1334-1742,NEUTRAL,0,1334,KENTUCKY,0,1742,VIRGINIA TECH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,20191231,20191231-1703-1732,NEUTRAL,0,1703,TEXAS,0,1732,UTAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1008-1418,NEUTRAL,0,1008,ALABAMA,0,1418,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1037-1428,NEUTRAL,0,1037,AUBURN,0,1428,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1051-1257,NEUTRAL,0,1051,BAYLOR,0,1257,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200101,20200101-1796-1529,NEUTRAL,0,1796,WISCONSIN,0,1529,OREGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200102,20200102-1140-1067,NEUTRAL,0,1140,CINCINNATI,0,1067,BOSTON COLLEGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200102,20200102-1694-1306,NEUTRAL,0,1694,TENNESSEE,0,1306,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200103,20200103-1466-1519,NEUTRAL,0,1466,NEVADA,0,1519,OHIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200104,20200104-1718-1664,NEUTRAL,0,1718,TULANE,0,1664,SOUTHERN MISS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,20200106,20200106-1414-1671,NEUTRAL,0,1414,MIAMI (OH),0,1671,LA.-LAFAYETTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
